data;
param N := 29 ;
set NotEdges := (0,0) (0,1) (0,2) (0,3) (0,4) (0,5) (0,6) (0,7) (0,8) (0,10) (0,12) (0,14) (0,15) (0,16) (0,17) (0,18) (0,20) (0,23) (0,25) (0,27) (0,29) (1,0) (1,1) (1,2) (1,5) (1,6) (1,7) (1,9) (1,10) (1,12) (1,13) (1,14) (1,17) (1,20) (1,24) (1,25) (1,26) (2,0) (2,1) (2,2) (2,3) (2,4) (2,5) (2,6) (2,7) (2,8) (2,9) (2,11) (2,12) (2,13) (2,14) (2,15) (2,18) (2,20) (2,21) (2,22) (2,23) (2,24) (2,27) (2,28) (3,0) (3,1) (3,3) (3,4) (3,5) (3,8) (3,10) (3,11) (3,12) (3,14) (3,15) (3,16) (3,18) (3,19) (3,22) (3,25) (3,26) (3,28) (4,0) (4,1) (4,2) (4,4) (4,5) (4,8) (4,9) (4,11) (4,13) (4,14) (4,15) (4,16) (4,17) (4,18) (4,19) (4,23) (4,24) (4,25) (4,27) (5,1) (5,5) (5,6) (5,7) (5,8) (5,9) (5,10) (5,12) (5,14) (5,15) (5,17) (5,18) (5,20) (5,21) (5,23) (5,24) (5,25) (5,27) (5,28) (5,29) (6,0) (6,3) (6,4) (6,5) (6,6) (6,7) (6,8) (6,9) (6,10) (6,11) (6,12) (6,13) (6,14) (6,15) (6,17) (6,20) (6,21) (6,22) (6,23) (6,25) (6,28) (6,29) (7,0) (7,3) (7,4) (7,7) (7,8) (7,9) (7,10) (7,11) (7,12) (7,13) (7,15) (7,16) (7,17) (7,18) (7,20) (7,21) (7,22) (7,24) (7,26) (7,27) (7,28) (8,1) (8,2) (8,3) (8,4) (8,5) (8,6) (8,8) (8,9) (8,10) (8,11) (8,12) (8,16) (8,19) (8,20) (8,21) (8,22) (8,25) (8,26) (8,27) (8,29) (9,0) (9,1) (9,2) (9,3) (9,5) (9,9) (9,10) (9,11) (9,13) (9,15) (9,16) (9,17) (9,18) (9,19) (9,21) (9,23) (9,27) (9,28) (10,2) (10,3) (10,4) (10,5) (10,6) (10,7) (10,8) (10,9) (10,10) (10,11) (10,13) (10,16) (10,18) (10,19) (10,20) (10,21) (10,23) (10,27) (10,29) (11,0) (11,1) (11,3) (11,5) (11,6) (11,11) (11,12) (11,16) (11,17) (11,18) (11,19) (11,22) (11,23) (11,25) (11,27) (11,28) (11,29) (12,0) (12,1) (12,3) (12,4) (12,6) (12,7) (12,8) (12,9) (12,10) (12,12) (12,13) (12,17) (12,20) (12,21) (12,22) (12,23) (12,25) (12,27) (12,28) (12,29) (13,0) (13,1) (13,2) (13,3) (13,5) (13,6) (13,7) (13,8) (13,11) (13,13) (13,15) (13,17) (13,19) (13,20) (13,22) (13,23) (13,24) (13,25) (13,27) (13,28) (13,29) (14,0) (14,2) (14,4) (14,7) (14,8) (14,9) (14,10) (14,11) (14,12) (14,13) (14,14) (14,15) (14,16) (14,17) (14,20) (14,23) (14,24) (14,25) (14,26) (14,27) (14,29) (15,0) (15,1) (15,3) (15,5) (15,8) (15,10) (15,11) (15,12) (15,13) (15,14) (15,15) (15,17) (15,19) (15,21) (15,23) (15,24) (15,26) (15,27) (16,1) (16,2) (16,4) (16,5) (16,6) (16,7) (16,8) (16,12) (16,13) (16,15) (16,16) (16,18) (16,21) (16,23) (16,25) (16,26) (16,29) (17,2) (17,3) (17,5) (17,6) (17,8) (17,9) (17,10) (17,14) (17,15) (17,16) (17,17) (17,18) (17,19) (17,20) (17,22) (17,23) (17,25) (17,26) (17,28) (17,29) (18,0) (18,1) (18,4) (18,5) (18,6) (18,7) (18,8) (18,11) (18,12) (18,13) (18,14) (18,15) (18,18) (18,20) (18,21) (18,22) (18,23) (18,24) (18,26) (18,28) (18,29) (19,0) (19,1) (19,2) (19,3) (19,4) (19,5) (19,6) (19,7) (19,8) (19,9) (19,12) (19,14) (19,15) (19,16) (19,18) (19,19) (19,20) (19,21) (19,22) (19,23) (19,25) (19,26) (19,27) (19,28) (19,29) (20,0) (20,2) (20,3) (20,4) (20,8) (20,9) (20,10) (20,11) (20,14) (20,15) (20,16) (20,19) (20,20) (20,21) (20,23) (20,24) (20,25) (21,0) (21,1) (21,2) (21,3) (21,4) (21,10) (21,11) (21,12) (21,13) (21,14) (21,15) (21,16) (21,17) (21,18) (21,19) (21,20) (21,21) (21,22) (21,24) (21,25) (21,26) (21,27) (21,28) (21,29) (22,0) (22,1) (22,2) (22,4) (22,5) (22,8) (22,9) (22,10) (22,11) (22,12) (22,13) (22,14) (22,15) (22,16) (22,17) (22,18) (22,19) (22,20) (22,22) (22,23) (22,24) (22,26) (22,27) (22,28) (23,0) (23,1) (23,2) (23,3) (23,6) (23,7) (23,8) (23,10) (23,13) (23,14) (23,16) (23,19) (23,20) (23,21) (23,23) (23,24) (23,25) (23,26) (23,28) (24,0) (24,1) (24,2) (24,3) (24,5) (24,6) (24,7) (24,8) (24,9) (24,10) (24,11) (24,12) (24,14) (24,16) (24,17) (24,18) (24,19) (24,21) (24,24) (24,26) (24,27) (24,28) (24,29) (25,2) (25,4) (25,5) (25,7) (25,8) (25,9) (25,10) (25,13) (25,14) (25,15) (25,18) (25,21) (25,22) (25,23) (25,24) (25,25) (25,26) (25,27) (25,29) (26,0) (26,2) (26,4) (26,5) (26,6) (26,7) (26,9) (26,10) (26,11) (26,12) (26,13) (26,16) (26,19) (26,20) (26,21) (26,22) (26,24) (26,25) (26,26) (26,27) (26,29) (27,0) (27,1) (27,3) (27,4) (27,5) (27,6) (27,7) (27,9) (27,11) (27,14) (27,16) (27,17) (27,18) (27,19) (27,20) (27,22) (27,23) (27,24) (27,25) (27,27) (27,28) (27,29) (28,0) (28,1) (28,2) (28,4) (28,5) (28,8) (28,10) (28,11) (28,13) (28,14) (28,15) (28,16) (28,18) (28,20) (28,25) (28,26) (28,27) (28,28) (29,1) (29,2) (29,3) (29,4) (29,6) (29,7) (29,9) (29,10) (29,15) (29,16) (29,20) (29,22) (29,23) (29,27) (29,28) (29,29) ;
param W : 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 :=
0 0 0 0 0 0 0 0 0 0 29 0 12 0 15 0 0 0 0 0 34 0 17 37 0 31 0 31 0 16 0 
1 0 0 0 18 13 0 0 0 15 0 0 22 0 0 0 25 29 0 13 26 0 33 16 18 0 0 0 15 21 42 
2 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 25 22 0 26 0 0 0 0 0 19 30 0 0 24 
3 0 0 27 0 0 0 16 24 0 24 0 0 0 13 0 0 0 9 0 0 40 32 0 32 30 0 0 27 0 16 
4 0 0 0 23 0 0 41 31 0 0 17 0 19 0 0 0 0 0 0 0 32 29 16 0 0 0 34 0 25 13 
5 9 0 14 17 20 0 0 0 0 0 0 26 0 30 0 0 30 0 0 13 0 0 23 0 0 0 31 0 0 0 
6 0 25 31 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 12 14 0 0 0 0 17 0 29 10 0 0 
7 0 16 20 0 0 27 25 0 0 0 0 0 0 0 32 0 0 0 0 27 0 0 0 20 0 28 0 0 0 22 
8 27 0 0 0 0 0 0 32 0 0 0 0 0 27 18 20 0 27 26 0 0 0 0 25 30 0 0 0 20 0 
9 0 0 0 0 24 0 30 23 18 0 0 0 36 0 19 0 0 0 0 0 26 0 27 0 27 18 17 0 0 29 
10 30 26 0 0 0 0 0 0 0 0 0 0 26 0 17 28 0 30 0 0 0 0 30 0 24 25 27 0 20 0 
11 0 0 43 0 20 0 0 16 27 38 27 0 0 40 13 20 0 0 0 0 29 25 0 0 39 0 44 0 0 0 
12 0 0 37 0 0 30 0 0 0 0 0 26 0 0 29 34 17 0 23 12 0 0 0 0 30 0 30 0 0 0 
13 0 0 0 0 12 0 0 0 0 23 13 0 36 0 8 0 16 0 20 0 0 29 0 0 0 0 11 0 0 0 
14 0 29 0 13 0 33 19 0 0 0 0 0 0 0 0 0 0 0 22 20 0 18 22 0 0 0 0 0 18 0 
15 0 0 20 0 26 0 44 29 0 13 0 0 0 0 0 0 22 0 18 0 29 0 18 0 0 25 0 0 23 28 
16 44 0 0 29 0 0 0 0 0 24 23 9 0 0 26 0 0 32 0 25 35 0 25 0 37 0 0 43 21 0 
17 32 27 0 0 24 0 0 33 0 0 0 44 21 22 0 0 0 0 0 0 0 28 0 0 18 0 0 28 0 0 
18 0 0 18 40 0 0 0 0 0 29 30 0 0 0 0 0 34 18 0 16 0 0 0 0 0 29 0 33 0 0 
19 0 0 0 0 0 0 0 0 0 0 36 37 0 21 0 0 0 12 0 0 0 0 0 0 10 0 0 0 0 0 
20 0 17 0 0 0 38 37 11 0 0 0 0 44 42 0 0 0 33 47 0 0 0 16 0 0 0 34 31 23 34 
21 0 0 0 0 0 37 22 31 45 27 0 0 0 0 0 0 0 0 0 0 0 0 0 26 0 0 0 0 0 0 
22 0 0 0 11 0 0 10 26 0 0 0 0 0 0 0 0 0 0 0 0 0 29 0 0 0 27 0 0 0 33 
23 0 0 0 0 18 19 0 0 0 19 0 33 17 0 0 23 0 32 24 0 0 0 20 0 0 0 0 30 0 21 
24 0 0 0 0 20 0 0 0 0 0 0 0 0 34 0 28 0 0 0 0 19 0 30 18 0 23 0 0 0 0 
25 18 41 0 17 0 0 23 0 0 0 0 36 20 0 0 0 32 29 0 21 20 0 0 0 0 0 0 0 34 0 
26 0 33 0 33 0 0 0 0 30 0 0 0 0 0 15 45 0 25 16 0 0 0 0 28 0 0 0 0 19 0 
27 0 0 30 0 0 0 0 0 21 0 35 0 24 27 0 19 0 0 0 0 0 13 0 0 0 0 41 0 0 0 
28 0 0 0 24 0 0 23 29 0 28 0 0 30 0 0 0 0 15 0 36 0 35 19 23 26 0 0 0 0 33 
29 27 0 0 0 0 34 0 0 19 0 0 17 18 17 35 0 0 24 28 30 0 36 0 0 30 29 31 0 0 0 
;
